State,District,RMNCH,NCD,FRP,UHC_Index,UHC_Tercile,SCA,Infectious_Diseases,RMNCH_norm,NCD_norm,FRP_norm,UHC_Index_norm,SCA_norm,Infectious_Diseases_norm,UHC_District,UHC_Poorest20,UHC_Rural,UHC_ReligMin,UHC_SCST,Service_Coverage,FRP_D,UHC_Index_D,Region,UHC_Gap,SCA_FRP_Gap,Equity_Gap_Poor,Equity_Gap_Rural,Equity_Gap_SCST,Equity_Gap_ReligMin,HC_Cluster,KM_Cluster
Tamil Nadu,Madurai,77.4,26.66,80.91,62.71,High UHC,74.77,77.68,0.8719857100327478,0.6820262435154105,0.7878871681415929,0.8443462075383898,0.785533758575039,0.7734831460674157,62.71,58.25,62.2,60.78,63.02,58.84,80.91,62.71,South,37.29,-22.07,4.46,0.51,-0.31,1.93,2.0,2.0
Tamil Nadu,Viluppuram,76.12,32.64,79.88,65.81,High UHC,77.44,80.29,0.8529324203632033,0.8645102227647239,0.7736449115044248,0.9164727780362958,0.8176675893609338,0.8028089887640449,65.81,41.47,64.42,67.99,60.43,62.69,79.88,65.81,South,34.19,-17.19,24.34,1.39,5.38,-2.18,2.0,2.0
Tamil Nadu,Ramanathapur am,82.99,29.25,84.62,63.93,High UHC,67.05,77.52,0.9551949985114615,0.7610619469026549,0.8391869469026549,0.8727315030246625,0.6926224575761222,0.7716853932584269,,,,,,,,,South,36.07,,,,,,2.0,2.0
Tamil Nadu,Kancheepuram,71.35,26.92,73.49,61.54,High UHC,79.26,78.93,0.7819291455790413,0.6899603295697285,0.685287610619469,0.8171242438343413,0.8395715489228548,0.7875280898876404,61.54,55.9,60.8,60.54,57.2,58.88,73.49,61.54,South,38.46,-14.61,5.64,0.74,4.34,1.0,2.0,2.0
Tamil Nadu,Cuddalore,74.85,24.54,81.3,62.81,High UHC,80.33,81.51,0.8340279845192019,0.6173329264571255,0.7932798672566372,0.8466728711028384,0.8524491515224455,0.8165168539325842,62.81,48.9,62.52,66.16,61.4,58.89,81.3,62.81,South,37.19,-22.41,13.91,0.29,1.41,-3.35,2.0,2.0
Tamil Nadu,Virudhunagar,71.49,16.32,75.74,55.67,High UHC,78.7,76.9,0.7840130991366477,0.3664937442783034,0.7163993362831858,0.6805490926012099,0.8328318690576484,0.7647191011235955,55.67,47.48,55.31,42.97,55.65,51.55,75.74,55.67,South,44.33,-24.19,8.19,0.36,0.02,12.7,3.0,0.0
Tamil Nadu,Vellore,80.0,12.78,75.13,54.09,High UHC,70.2,85.91,0.91068770467401,0.2584681110772048,0.7079646017699115,0.6437878082829223,0.7305331568179083,0.8659550561797752,54.09,35.6,53.48,53.76,52.47,49.83,75.13,54.09,South,45.91,-25.3,18.49,0.61,1.62,0.33,3.0,0.0
Tamil Nadu,Tiruchirappalli,80.24,29.56,76.85,63.44,High UHC,67.41,83.59,0.9142601964870495,0.7705218187366494,0.7317477876106195,0.8613308515588645,0.6969551089180406,0.8398876404494382,63.44,54.14,63.25,63.12,63.55,60.47,76.85,63.44,South,36.56,-16.38,9.3,0.19,-0.11,0.32,2.0,2.0
Tamil Nadu,Erode,83.88,32.03,91.78,69.36,High UHC,82.36,79.05,0.9684429889848168,0.8458956362526702,0.9381913716814161,0.9990693345742205,0.8768804910338186,0.7888764044943819,69.36,64.56,68.68,71.47,66.01,64.67,91.78,69.36,South,30.64,-27.11,4.8,0.68,3.35,-2.11,2.0,2.0
Tamil Nadu,Tiruppur,83.74,24.03,83.98,64.36,High UHC,77.39,84.42,0.9663590354272104,0.6017699115044248,0.830337389380531,0.8827361563517915,0.8170658322301119,0.8492134831460674,64.36,58.21,65.13,61.89,62.48,60.21,83.98,64.36,South,35.64,-23.77,6.15,-0.77,1.88,2.47,2.0,2.0
Tamil Nadu,Salem,73.89,35.66,81.39,67.9,High UHC,82.99,81.11,0.8197380172670438,0.9566676838571865,0.794524336283186,0.9651000465332713,0.8844626308821759,0.8120224719101123,67.9,52.51,67.0,65.176,61.98,64.89,81.39,67.9,South,32.1,-16.5,15.39,0.9,5.92,2.72,2.0,2.0
Tamil Nadu,Kanniyakumari,77.12,28.22,84.61,67.8,High UHC,85.85,90.63,0.8678178029175351,0.7296307598413183,0.8390486725663717,0.9627733829688225,0.9188831387651941,0.9189887640449437,67.8,63.06,68.71,65.72,66.67,64.15,84.61,67.8,South,32.2,-20.46,4.74,-0.91,1.13,2.08,2.0,2.0
Tamil Nadu,Thoothukkudi,81.58,17.57,79.31,56.81,High UHC,62.38,83.45,0.9342066091098541,0.40463838877021674,0.7657632743362832,0.7070730572359236,0.6364183415573474,0.838314606741573,56.81,50.42,56.38,57.88,56.34,52.26,79.31,56.81,South,43.19,-27.05,6.39,0.43,0.47,-1.07,3.0,0.0
Telangana,Bhadradri Kothagudem,77.96,10.62,70.95,51.18,High UHC,70.64,84.62,0.8803215242631733,0.19255416539517853,0.65016592920354,0.5760818985574685,0.7358286195691419,0.8514606741573033,51.18,47.26,52.15,55.27,49.61,47.17,70.95,51.18,South,48.82,-23.78,3.92,-0.97,1.57,-4.09,3.0,0.0
Telangana,Medchal- Malkajgiri,75.03,6.91,74.61,45.94,Medium UHC,74.98,70.54,0.8367073533789818,0.07934086054317976,0.700774336283186,0.4541647277803629,0.7880611385244916,0.6932584269662921,45.94,42.45,43.42,46.56,46.9,40.7,74.61,45.94,South,54.06,-33.91,3.49,2.52,-0.96,-0.62,3.0,0.0
Telangana,Peddapalli,73.07,12.76,81.8,53.81,High UHC,71.7,82.48,0.8075320035724917,0.25785779676533416,0.8001935840707965,0.6372731503024662,0.7485858707425683,0.8274157303370786,53.81,51.22,53.79,52.59,54.19,48.46,81.8,53.81,South,46.19,-33.34,2.59,0.02,-0.38,1.22,3.0,0.0
Telangana,Nirmal,68.68,17.8,82.95,57.21,High UHC,75.27,80.29,0.7421851741589759,0.4116570033567287,0.816095132743363,0.7163797114937178,0.791551329883259,0.8028089887640449,57.21,51.27,57.24,57.97,52.71,52.14,82.95,57.21,South,42.79,-30.81,5.94,-0.03,4.5,-0.76,3.0,2.0
Telangana,Yadadri Bhuvanagiri,76.31,10.46,89.03,48.74,High UHC,70.64,54.78,0.8557606430485264,0.18767165090021368,0.90016592920354,0.5193113075849232,0.7358286195691419,0.5161797752808989,48.74,49.36,49.21,35.53,51.78,41.92,89.03,48.74,South,51.26,-47.11,-0.62,-0.47,-3.04,13.21,3.0,0.0
Telangana,Jagitial,69.2,17.46,79.42,55.11,High UHC,71.7,73.93,0.7499255730872284,0.4012816600549284,0.7672842920353984,0.6675197766402976,0.7485858707425683,0.7313483146067415,55.11,49.3,56.13,52.7,57.78,50.3,79.42,55.11,South,44.89,-29.12,5.81,-1.02,-2.67,2.41,3.0,0.0
Telangana,Medak,65.34,13.05,80.74,52.63,High UHC,75.82,77.33,0.6924679964275082,0.26670735428745806,0.7855365044247788,0.609818520241973,0.7981706583223009,0.7695505617977527,52.63,46.09,52.59,50.75,53.45,47.29,80.74,52.63,South,47.37,-33.45,6.54,0.04,-0.82,1.88,3.0,0.0
Telangana,Ranga Reddy,76.6,7.88,84.92,49.12,High UHC,74.98,74.44,0.8600774039892823,0.1089411046689045,0.8433351769911506,0.5281526291298277,0.7880611385244916,0.7370786516853932,49.12,47.22,47.1,47.44,46.89,42.84,84.92,49.12,South,50.88,-42.08,1.9,2.02,2.23,1.68,3.0,0.0
Telangana,Komaram Bheem Asifabad,63.5,9.16,88.22,49.69,High UHC,75.27,78.38,0.6650788925275379,0.14800122062862378,0.8889657079646018,0.5414146114471845,0.791551329883259,0.7813483146067415,49.69,42.66,49.76,37.39,47.55,43.04,88.22,49.69,South,50.31,-45.18,7.03,-0.07,2.14,12.3,3.0,0.0
Telangana,Mancherial,69.11,10.44,89.49,52.89,High UHC,75.27,85.18,0.7485858886573383,0.18706133658834298,0.9065265486725664,0.6158678455095392,0.791551329883259,0.857752808988764,52.89,49.1,52.86,51.87,52.71,46.38,89.49,52.89,South,47.11,-43.11,3.79,0.03,0.18,1.02,3.0,0.0
Telangana,Jogulamba Gadwal,79.48,11.7,88.85,54.97,High UHC,74.65,81.4,0.9029473057457577,0.22551113823619165,0.8976769911504425,0.6642624476500696,0.7840895414610662,0.8152808988764045,54.97,50.39,54.88,55.53,53.5,48.75,88.85,54.97,South,45.03,-40.1,4.58,0.09,1.47,-0.56,3.0,0.0
Telangana,Sangareddy,60.91,10.86,81.39,49.74,High UHC,75.82,74.56,0.6265257517118189,0.1998779371376259,0.794524336283186,0.5425779432294089,0.7981706583223009,0.7384269662921348,49.74,43.18,51.03,47.53,52.37,43.98,81.39,49.74,South,50.26,-37.41,6.56,-1.29,-2.63,2.21,3.0,0.0
Telangana,Vikarabad,72.86,11.27,88.73,53.72,High UHC,74.98,81.86,0.8044060732360822,0.21238938053097348,0.8960176991150444,0.6351791530944624,0.7880611385244916,0.8204494382022471,53.72,47.52,53.92,53.21,52.69,47.38,88.73,53.72,South,46.28,-41.35,6.2,-0.2,1.03,0.51,3.0,0.0
Telangana,Adilabad,66.49,14.56,85.95,54.26,High UHC,75.27,75.11,0.7095861863649895,0.3127860848336894,0.8575774336283186,0.6477431363424848,0.791551329883259,0.7446067415730336,54.26,40.45,53.16,54.08,51.07,48.37,85.95,54.26,South,45.74,-37.58,13.81,1.1,3.19,0.18,3.0,0.0
Telangana,Kamareddy,68.89,12.79,89.32,52.99,High UHC,68.11,77.95,0.7453111044953854,0.25877326823314006,0.9041758849557522,0.6181945090739878,0.7053797087495486,0.7765168539325843,52.99,51.16,53.69,51.24,53.4,46.51,89.32,52.99,South,47.01,-42.81,1.83,-0.7,-0.41,1.75,3.0,0.0
Telangana,Mahabubnagar,79.2,9.66,92.72,52.92,High UHC,74.65,78.4,0.8987793986305447,0.1632590784253891,0.9511891592920354,0.6165658445788738,0.7840895414610662,0.7815730337078651,52.92,48.54,53.76,51.46,53.81,45.99,92.72,52.92,South,47.08,-46.73,4.38,-0.84,-0.89,1.46,3.0,0.0
Telangana,Karimnagar,68.76,12.58,81.07,51.92,High UHC,71.7,75.04,0.7433760047633223,0.2523649679584986,0.7900995575221239,0.593299208934388,0.7485858707425683,0.7438202247191011,51.92,47.79,51.19,46.727999999999994,52.88,46.44,81.07,51.92,South,48.08,-34.63,4.13,0.73,-0.96,5.19,3.0,0.0
Telangana,Warangal Rural,72.88,17.13,72.44,54.03,High UHC,69.18,73.59,0.8047037808871688,0.3912114739090632,0.6707688053097345,0.6423918101442532,0.7182573113491395,0.7275280898876404,54.03,51.41,54.35,54.11,55.29,50.21,72.44,54.03,South,45.97,-22.23,2.62,-0.32,-1.26,-0.08,3.0,0.0
Telangana,Wanaparthy,78.81,10.99,91.12,54.11,High UHC,74.65,78.75,0.8929740994343555,0.2038449801647849,0.9290652654867257,0.6442531409958119,0.7840895414610662,0.785505617977528,54.11,50.8,54.32,51.99,53.29,47.5,91.12,54.11,South,45.89,-43.62,3.31,-0.21,0.82,2.12,3.0,0.0
Telangana,Nizamabad,71.28,13.81,83.56,53.4,High UHC,68.11,77.49,0.7808871688002382,0.28989929813854143,0.8245298672566372,0.6277338296882269,0.7053797087495486,0.7713483146067415,53.4,53.08,52.6,50.72,52.29,47.74,83.56,53.4,South,46.6,-35.82,0.32,0.8,1.11,2.68,3.0,0.0
Telangana,Rajanna Sircilla,71.59,18.69,74.74,54.18,High UHC,71.7,65.11,0.785501637392081,0.4388159902349711,0.7025719026548674,0.6458818054909259,0.7485858707425683,0.6322471910112359,54.18,52.62,54.82,54.322,56.79,49.99,74.74,54.18,South,45.82,-24.75,1.56,-0.64,-2.61,-0.14,3.0,2.0
Telangana,Siddipet,59.66,17.2,86.22,54.69,High UHC,75.82,72.98,0.6079190235189044,0.39334757400061027,0.8613108407079646,0.6577477896696136,0.7981706583223009,0.7206741573033708,54.69,55.24,54.88,56.13,53.35,48.81,86.22,54.69,South,45.31,-37.41,-0.55,-0.19,1.34,-1.44,3.0,0.0
Telangana,Khammam,81.29,11.35,81.64,52.5,High UHC,70.64,74.97,0.9298898481690979,0.21483063777845593,0.7979811946902655,0.6067938576081897,0.7358286195691419,0.7430337078651684,52.5,48.28,52.72,52.84,51.6,47.02,81.64,52.5,South,47.5,-34.62,4.22,-0.22,0.9,-0.34,3.0,0.0
Telangana,Nagarkurnool,78.78,9.62,89.95,52.2,High UHC,74.65,76.21,0.8925275379577254,0.16203844980164786,0.9128871681415931,0.5998138669148441,0.7840895414610662,0.7569662921348314,52.2,48.92,52.98,48.73,53.28,45.56,89.95,52.2,South,47.8,-44.39,3.28,-0.78,-1.08,3.47,3.0,0.0
Telangana,Warangal Urban,71.64,9.46,72.37,48.16,High UHC,69.18,76.37,0.7862459065197974,0.157155935306683,0.6698008849557524,0.5058166589111213,0.7182573113491395,0.7587640449438202,48.16,41.51,43.6,48.26,46.27,43.5,72.37,48.16,South,51.84,-28.87,6.65,4.56,1.89,-0.1,3.0,0.0
Telangana,Nalgonda,77.27,11.51,87.68,52.79,High UHC,70.64,74.45,0.8700506103006845,0.21971315227342084,0.8814988938053099,0.6135411819450907,0.7358286195691419,0.737191011235955,52.79,50.24,52.98,50.44,49.26,46.5,87.68,52.79,South,47.21,-41.18,2.55,-0.19,3.53,2.35,3.0,0.0
Telangana,Mahabubabad,71.62,12.11,77.92,51.46,High UHC,69.18,77.2,0.785948198868711,0.23802258162953924,0.7465431415929205,0.5825965565379245,0.7182573113491395,0.7680898876404494,51.46,44.43,50.6,50.13,53.8,46.39,77.92,51.46,South,48.54,-31.53,7.03,0.86,-2.34,1.33,3.0,0.0
Telangana,Jangoan,77.62,10.71,88.16,51.71,High UHC,69.18,72.93,0.8752604941947008,0.1953005797985963,0.8881360619469028,0.588413215449046,0.7182573113491395,0.7201123595505619,51.71,51.57,52.56,44.02,48.08,45.25,88.16,51.71,South,48.29,-42.91,0.14,-0.85,3.63,7.69,3.0,0.0
Telangana,Suryapet,71.21,14.47,89.36,53.91,High UHC,70.64,69.98,0.7798451920214348,0.3100396704302717,0.904728982300885,0.6395998138669146,0.7358286195691419,0.6869662921348314,53.91,52.7,53.35,51.24,52.57,47.51,89.36,53.91,South,46.09,-41.85,1.21,0.56,1.34,2.67,3.0,0.0
Telangana,Jayashankar Bhupalapally,78.44,16.57,87.37,57.5,High UHC,69.18,80.05,0.8874665078892526,0.374122673176686,0.877212389380531,0.7231270358306188,0.7182573113491395,0.8001123595505617,57.5,50.13,57.41,59.96,53.91,51.8,87.37,57.5,South,42.5,-35.57,7.37,0.09,3.59,-2.46,3.0,0.0
Tripura,West Tripura,67.83,8.45,65.67,45.28,Medium UHC,57.25,88.37,0.729532598987794,0.12633506255721696,0.5771570796460177,0.43880874825500227,0.5746780599350101,0.8935955056179775,45.28,43.15,45.56,31.86,46.69,41.26,65.67,45.28,Northeast,54.72,-24.41,2.13,-0.28,-1.41,13.42,3.0,0.0
Tripura,Gomati,42.11,8.97,66.56,41.45,Medium UHC,57.25,84.98,0.346680559690384,0.14220323466585297,0.5894634955752214,0.3496975337366217,0.5746780599350101,0.8555056179775281,41.45,37.87,41.92,39.44,41.76,36.82,66.56,41.45,Northeast,58.55,-29.74,3.58,-0.47,-0.31,2.01,1.0,1.0
Tripura,North Tripura,55.35,5.67,57.89,39.43,Low UHC,66.57,78.8,0.543763024709735,0.04150137320720171,0.46957964601769914,0.3026989297347603,0.686845589120231,0.786067415730337,39.43,32.18,38.37,39.16,38.44,35.82,57.89,39.43,Northeast,60.57,-22.07,7.25,1.06,0.99,0.27,1.0,1.0
Tripura,Sepahijala,52.65,8.02,68.39,42.79,Medium UHC,57.25,86.82,0.5035724918130395,0.11321330485199879,0.6147676991150444,0.38087482550023255,0.5746780599350101,0.8761797752808987,42.79,38.26,42.27,41.47,43.45,38.06,68.39,42.79,Northeast,57.21,-30.33,4.53,0.52,-0.66,1.32,1.0,1.0
Tripura,Unakoti,45.39,10.1,58.33,42.29,Medium UHC,66.57,76.0,0.39550461446859186,0.17668599328654258,0.47566371681415925,0.3692415076779897,0.686845589120231,0.7546067415730336,42.29,33.08,42.28,40.04,41.17,39.02,58.33,42.29,Northeast,57.71,-19.31,9.21,0.01,1.12,2.25,1.0,1.0
Tripura,Khowai,53.98,8.17,75.76,43.48,Medium UHC,57.25,81.24,0.5233700506103006,0.11779066219102838,0.7166758849557524,0.3969288040949277,0.5746780599350101,0.8134831460674156,43.48,39.78,43.51,40.826,40.81,37.84,75.76,43.48,Northeast,56.52,-37.92,3.7,-0.03,2.67,2.65,1.0,0.0
Tripura,Dhalai,64.3,7.71,77.17,44.93,Medium UHC,60.28,79.43,0.6769871985710032,0.10375343301800427,0.7361725663716816,0.43066542577943223,0.6111445420628234,0.7931460674157303,44.93,38.49,44.84,45.07,44.26,39.25,77.17,44.93,Northeast,55.07,-37.92,6.44,0.09,0.67,-0.14,1.0,0.0
Tripura,South Tripura,43.84,11.67,74.0,45.75,Medium UHC,61.83,85.62,0.37243227150937785,0.22459566676838574,0.6923396017699115,0.4497440670079105,0.6297990131183053,0.8626966292134831,45.75,39.04,45.17,39.87,43.79,40.57,74.0,45.75,Northeast,54.25,-33.43,6.71,0.58,1.96,5.88,1.0,1.0
Uttar Pradesh,Sonbhadra,52.53,11.98,47.9,39.85,Low UHC,39.12,85.14,0.5017862459065198,0.23405553860238024,0.3314435840707965,0.31247091670544436,0.3564809242989529,0.8573033707865167,39.85,29.75,39.8,42.09,39.23,38.05,47.9,39.85,Central,60.15,-9.85,10.1,0.05,0.62,-2.24,1.0,1.0
Uttar Pradesh,Bijnor,64.94,7.89,48.97,37.5,Low UHC,33.23,89.0,0.6865138434057755,0.10924626182483979,0.3462389380530973,0.25779432294090265,0.28559393428812124,0.9006741573033707,37.5,34.99,37.38,36.58,37.38,35.08,48.97,37.5,Central,62.5,-13.89,2.51,0.12,0.12,0.92,1.0,1.0
Uttar Pradesh,Kanpur Dehat,49.1,13.09,56.45,37.24,Low UHC,22.48,87.79,0.45072938374516225,0.26792798291119924,0.4496681415929204,0.25174499767333636,0.15621615116139126,0.8870786516853932,37.24,32.66,37.08,34.35,36.28,33.56,56.45,37.24,Central,62.76,-22.89,4.58,0.16,0.96,2.89,1.0,1.0
Uttar Pradesh,Balrampur,45.24,13.98,49.92,39.26,Low UHC,36.49,80.9,0.39327180708544207,0.2950869697894416,0.35937500000000006,0.29874360167519765,0.3248284992177157,0.8096629213483146,39.26,37.03,39.19,37.9,40.88,36.97,49.92,39.26,Central,60.74,-12.95,2.23,0.07,-1.62,1.36,1.0,1.0
Uttar Pradesh,Moradabad,59.56,9.5,50.89,37.57,Low UHC,29.21,88.96,0.6064304852634712,0.15837656393042418,0.372787610619469,0.25942298743601666,0.23721266097003246,0.9002247191011234,37.57,34.78,36.73,36.23,35.69,34.83,50.89,37.57,Central,62.43,-16.06,2.79,0.84,1.88,1.34,1.0,1.0
Uttar Pradesh,Kannauj,55.44,15.2,47.26,38.84,Low UHC,25.29,87.82,0.5451027091396248,0.33231614281354904,0.3225940265486726,0.2889716147045137,0.19003490191358763,0.8874157303370785,38.84,33.56,38.7,36.31,40.94,36.98,47.26,38.84,Central,61.16,-10.28,5.28,0.14,-2.1,2.53,1.0,1.0
Uttar Pradesh,Mahamaya Nagar,50.29,14.46,45.99,40.5,Low UHC,37.32,87.3,0.46844298898481684,0.3097345132743363,0.305033185840708,0.32759422987436004,0.33481766758936093,0.8815730337078651,40.5,37.05,40.99,31.82,40.42,39.23,45.99,40.5,Central,59.5,-6.76,3.45,-0.49,0.08,8.68,1.0,1.0
Uttar Pradesh,Ghaziabad,61.18,9.11,54.49,38.38,Low UHC,33.32,82.32,0.6305448050014885,0.14647543484894723,0.4225663716814159,0.2782689623080502,0.2866770971236009,0.8256179775280897,38.38,31.86,39.1,33.08,36.78,35.16,54.49,38.38,Central,61.62,-19.33,6.52,-0.72,1.6,5.3,1.0,1.0
Uttar Pradesh,Gorakhpur,57.17,14.28,52.15,41.68,Medium UHC,36.43,81.13,0.5708544209586186,0.3042416844675008,0.3902101769911504,0.35504885993485336,0.3241063906607293,0.8122471910112359,41.68,35.88,42.15,35.69,44.13,39.41,52.15,41.68,Central,58.32,-12.74,5.8,-0.47,-2.45,5.99,1.0,1.0
Uttar Pradesh,Mau,48.14,14.57,49.12,40.56,Low UHC,35.81,88.95,0.4364394164930039,0.3130912419896247,0.3483130530973451,0.32899022801302924,0.3166446022385365,0.9001123595505618,40.56,33.47,39.92,41.51,42.0,38.66,49.12,40.56,Central,59.44,-10.46,7.09,0.64,-1.44,-0.95,1.0,1.0
Uttar Pradesh,Sultanpur,47.92,16.16,54.88,40.65,Low UHC,30.17,86.58,0.43316463233105085,0.3616112297833385,0.4279590707964603,0.33108422522103287,0.24876639788181493,0.8734831460674156,40.65,38.43,40.86,34.5,42.64,37.71,54.88,40.65,Central,59.35,-17.17,2.22,-0.21,-1.99,6.15,1.0,1.0
Uttar Pradesh,Mahrajganj,59.95,9.68,51.28,39.95,Low UHC,39.87,85.76,0.6122357844596606,0.16386939273725967,0.3781803097345133,0.3147975802698929,0.3655072812612829,0.8642696629213483,39.95,37.88,39.44,36.58,41.25,37.53,51.28,39.95,Central,60.05,-13.75,2.07,0.51,-1.3,3.37,1.0,1.0
Uttar Pradesh,Basti,61.39,13.55,44.94,40.28,Low UHC,33.82,83.87,0.6336707353378982,0.2819652120842234,0.2905143805309734,0.3224755700325732,0.2926946684318209,0.8430337078651685,40.28,40.11,40.01,37.29,40.76,39.19,44.94,40.28,Central,59.72,-5.75,0.17,0.27,-0.48,2.99,1.0,1.0
Uttar Pradesh,Azamgarh,47.0,16.65,38.57,37.31,Low UHC,28.08,85.32,0.4194700803810657,0.37656393042416847,0.20243362831858408,0.25337366216845036,0.22361294981345525,0.859325842696629,37.31,34.24,36.15,35.61,35.61,37.0,38.57,37.31,Central,62.69,-1.57,3.07,1.16,1.7,1.7,1.0,1.0
Uttar Pradesh,Bahraich,38.43,8.95,45.22,30.68,Low UHC,23.09,75.77,0.29190235189044356,0.14159292035398227,0.2943860619469027,0.09911586784550952,0.16355758815741966,0.7520224719101123,30.68,23.64,30.22,30.14,29.15,27.85,45.22,30.68,Central,69.32,-17.37,7.04,0.46,1.53,0.54,1.0,1.0
Uttar Pradesh,Firozabad,51.89,7.45,42.38,31.89,Low UHC,23.47,85.79,0.4922596010717475,0.09581934696368632,0.2551161504424779,0.12726849697533726,0.16813094235166687,0.8646067415730337,31.89,31.21,32.14,31.8,32.74,29.7,42.38,31.89,Central,68.11,-12.68,0.68,-0.25,-0.85,0.09,1.0,1.0
Uttar Pradesh,Rampur,52.98,7.79,47.75,36.36,Low UHC,36.04,89.45,0.5084846680559689,0.10619469026548675,0.3293694690265487,0.2312703583061888,0.31941268504031767,0.9057303370786516,36.36,33.2,36.19,35.63,37.13,33.96,47.75,36.36,Central,63.64,-13.79,3.16,0.17,-0.77,0.73,1.0,1.0
Uttar Pradesh,Jalaun,55.44,13.27,45.82,35.13,Low UHC,17.82,89.1,0.5451027091396248,0.2734208117180348,0.30268252212389385,0.20265239646347133,0.10013238656878085,0.9017977528089887,35.13,30.51,34.53,17.87,38.6,32.88,45.82,35.13,Central,64.87,-12.94,4.62,0.6,-3.47,17.26,1.0,1.0
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),48.72,8.71,50.76,37.94,Low UHC,41.27,88.43,0.4450729383745161,0.13426914861153497,0.37099004424778764,0.2680316426244763,0.38235648092429897,0.8942696629213484,37.94,34.82,37.46,35.96,34.83,35.28,50.76,37.94,Central,62.06,-15.48,3.12,0.48,3.11,1.98,1.0,1.0
Uttar Pradesh,Saharanpur,68.05,5.99,42.39,34.74,Low UHC,32.3,90.67,0.7328073831497469,0.05126640219713152,0.2552544247787611,0.19357840856212194,0.27440125165483203,0.919438202247191,34.74,30.93,34.61,32.11,35.04,33.06,42.39,34.74,Central,65.26,-9.33,3.81,0.13,-0.3,2.63,1.0,1.0
Uttar Pradesh,Rae Bareli,58.81,10.22,45.75,37.45,Low UHC,33.39,80.2,0.5952664483477225,0.18034787915776626,0.30171460176991155,0.2566309911586785,0.2875195571067517,0.8017977528089887,37.45,33.5,37.42,33.67,39.02,35.62,45.75,37.45,Central,62.55,-10.13,3.95,0.03,-1.57,3.78,1.0,1.0
Uttar Pradesh,Pilibhit,63.22,9.74,55.1,40.66,Low UHC,38.31,85.52,0.6609109854123251,0.16570033567287154,0.4310011061946903,0.3313168915774778,0.34673245877963654,0.8615730337078651,40.66,37.87,40.32,36.96,42.24,37.69,55.1,40.66,Central,59.34,-17.41,2.79,0.34,-1.58,3.7,1.0,1.0
Uttar Pradesh,Kaushambi,51.15,6.72,36.8,30.7,Low UHC,25.24,85.36,0.48124441798154205,0.07354287458040892,0.17795907079646017,0.09958120055839914,0.18943314478276563,0.8597752808988763,30.7,21.87,30.59,26.5,31.0,29.34,36.8,30.7,Central,69.3,-7.46,8.83,0.11,-0.3,4.2,1.0,1.0
Uttar Pradesh,Shrawasti,47.84,9.11,50.43,35.34,Low UHC,29.91,83.91,0.4319738017267044,0.14647543484894723,0.36642699115044247,0.20753838994881335,0.24563726080154047,0.8434831460674156,35.34,29.38,35.19,31.07,35.34,32.34,50.43,35.34,Central,64.66,-18.09,5.96,0.15,0.0,4.27,1.0,1.0
Uttar Pradesh,Sant Kabir Nagar,61.26,10.83,50.77,40.88,Low UHC,40.3,84.14,0.631735635605835,0.19896246566981998,0.37112831858407086,0.33643555141926473,0.3706823925863521,0.8460674157303371,40.88,39.42,40.36,37.69,39.13,38.73,50.77,40.88,Central,59.12,-12.04,1.46,0.52,1.75,3.19,1.0,1.0
Uttar Pradesh,Bulandshahr,56.08,8.75,57.13,38.24,Low UHC,31.73,91.89,0.554629353974397,0.1354897772352762,0.45907079646017707,0.2750116333178222,0.2675412203634613,0.9331460674157304,38.24,36.23,38.25,37.04,40.59,34.58,57.13,38.24,Central,61.76,-22.55,2.01,-0.01,-2.35,1.2,1.0,1.0
Uttar Pradesh,Sitapur,51.26,11.75,58.83,40.25,Low UHC,36.18,82.46,0.4828818100625185,0.2270369240158682,0.48257743362831856,0.32177757096323867,0.3210976050066193,0.827191011235955,40.25,36.58,40.55,36.62,40.73,36.61,58.83,40.25,Central,59.75,-22.22,3.67,-0.3,-0.48,3.63,1.0,1.0
Uttar Pradesh,Ambedkar Nagar,43.27,13.27,57.04,40.03,Low UHC,36.25,86.61,0.3639476034534087,0.2734208117180348,0.45782632743362833,0.31665891112145184,0.3219400649897701,0.873820224719101,40.03,39.47,40.59,36.97,41.68,36.64,57.04,40.03,Central,59.97,-20.4,0.56,-0.56,-1.65,3.06,1.0,1.0
Uttar Pradesh,Kanpur Nagar,63.07,11.06,53.26,41.36,Medium UHC,38.38,84.86,0.6586781780291753,0.20598108025633202,0.4055586283185841,0.34760353652861786,0.34757491876278734,0.8541573033707864,41.36,36.62,41.2,39.67,39.44,38.83,53.26,41.36,Central,58.64,-14.43,4.74,0.16,1.92,1.69,1.0,1.0
Uttar Pradesh,Kushinagar,56.56,13.48,50.37,42.01,Medium UHC,39.28,86.74,0.5617743376004763,0.27982911199267624,0.3655973451327434,0.36272684969753366,0.35840654711758335,0.8752808988764044,42.01,41.35,41.87,41.82,43.88,40.15,50.37,42.01,Central,57.99,-10.22,0.66,0.14,-1.87,0.19,1.0,1.0
Uttar Pradesh,Chandauli,54.57,15.76,51.49,43.07,Medium UHC,40.6,82.38,0.5321524263173563,0.3494049435459262,0.3810840707964602,0.3873894834806886,0.37429293537128416,0.8262921348314606,43.07,38.44,41.67,43.19,41.42,41.19,51.49,43.07,Central,56.93,-10.3,4.63,1.4,1.65,-0.12,1.0,1.0
